"Step","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MIN","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MAX"
"0","-200","-200","-200"
"1","-200","-200","-200"
"2","-200","-200","-200"
"3","-200","-200","-200"
"4","-200","-200","-200"
"5","-200","-200","-200"
"6","-200","-200","-200"
"7","-200","-200","-200"
"8","-200","-200","-200"
"9","-200","-200","-200"
"10","-200","-200","-200"
"11","-200","-200","-200"
"12","-200","-200","-200"
"13","-200","-200","-200"
"14","-200","-200","-200"
"15","-200","-200","-200"
"16","-200","-200","-200"
"17","-200","-200","-200"
"18","-200","-200","-200"
"19","-200","-200","-200"
"20","-200","-200","-200"
"21","-200","-200","-200"
"22","-200","-200","-200"
"23","-200","-200","-200"
"24","-200","-200","-200"
"25","-200","-200","-200"
"26","-188","-188","-188"
"27","-200","-200","-200"
"28","-200","-200","-200"
"29","-200","-200","-200"
"30","-172","-172","-172"
"31","-200","-200","-200"
"32","-200","-200","-200"
"33","-200","-200","-200"
"34","-176","-176","-176"
"35","-168","-168","-168"
"36","-200","-200","-200"
"37","-199","-199","-199"
"38","-200","-200","-200"
"39","-167","-167","-167"
"40","-127","-127","-127"
"41","-193","-193","-193"
"42","-200","-200","-200"
"43","-200","-200","-200"
"44","-200","-200","-200"
"45","-153","-153","-153"
"46","-177","-177","-177"
"47","-136","-136","-136"
"48","-200","-200","-200"
"49","-113","-113","-113"
"50","-155","-155","-155"
"51","-151","-151","-151"
"52","-92","-92","-92"
"53","-150","-150","-150"
"54","-159","-159","-159"
"55","-97","-97","-97"
"56","-95","-95","-95"
"57","-89","-89","-89"
"58","-118","-118","-118"
"59","-100","-100","-100"
"60","-114","-114","-114"
"61","-127","-127","-127"
"62","-85","-85","-85"
"63","-118","-118","-118"
"64","-104","-104","-104"
"65","-138","-138","-138"
"66","-83","-83","-83"
"67","-97","-97","-97"
"68","-91","-91","-91"
"69","-122","-122","-122"
"70","-85","-85","-85"
"71","-130","-130","-130"
"72","-107","-107","-107"
"73","-103","-103","-103"
"74","-105","-105","-105"
"75","-87","-87","-87"
"76","-107","-107","-107"
"77","-105","-105","-105"
"78","-109","-109","-109"
"79","-105","-105","-105"
"80","-103","-103","-103"
"81","-109","-109","-109"
"82","-106","-106","-106"
"83","-107","-107","-107"
"84","-106","-106","-106"
"85","-107","-107","-107"
"86","-93","-93","-93"
"87","-109","-109","-109"
"88","-106","-106","-106"
"89","-104","-104","-104"
"90","-89","-89","-89"
"91","-93","-93","-93"
"92","-85","-85","-85"
"93","-86","-86","-86"
"94","-106","-106","-106"
"95","-110","-110","-110"
"96","-85","-85","-85"
"97","-106","-106","-106"
"98","-108","-108","-108"
"99","-101","-101","-101"
"100","-107","-107","-107"
"101","-105","-105","-105"
"102","-106","-106","-106"
"103","-106","-106","-106"
"104","-105","-105","-105"
"105","-104","-104","-104"
"106","-108","-108","-108"
"107","-96","-96","-96"
"108","-87","-87","-87"
"109","-106","-106","-106"
"110","-104","-104","-104"
"111","-85","-85","-85"
"112","-96","-96","-96"
"113","-104","-104","-104"
"114","-105","-105","-105"
"115","-103","-103","-103"
"116","-93","-93","-93"
"117","-99","-99","-99"
"118","-83","-83","-83"
"119","-88","-88","-88"
"120","-106","-106","-106"
"121","-108","-108","-108"
"122","-108","-108","-108"
"123","-105","-105","-105"
"124","-84","-84","-84"
"125","-84","-84","-84"
"126","-102","-102","-102"
"127","-91","-91","-91"
"128","-113","-113","-113"
"129","-106","-106","-106"
"130","-114","-114","-114"
"131","-90","-90","-90"
"132","-114","-114","-114"
"133","-87","-87","-87"
"134","-83","-83","-83"
"135","-111","-111","-111"
"136","-113","-113","-113"
"137","-98","-98","-98"
"138","-104","-104","-104"
"139","-83","-83","-83"
"140","-106","-106","-106"
"141","-83","-83","-83"
"142","-83","-83","-83"
"143","-106","-106","-106"
"144","-109","-109","-109"
"145","-95","-95","-95"
"146","-109","-109","-109"
"147","-85","-85","-85"
"148","-105","-105","-105"
"149","-94","-94","-94"
"150","-104","-104","-104"
"151","-108","-108","-108"
"152","-104","-104","-104"
"153","-96","-96","-96"
"154","-87","-87","-87"
"155","-89","-89","-89"
"156","-105","-105","-105"
"157","-110","-110","-110"
"158","-105","-105","-105"
"159","-104","-104","-104"
"160","-90","-90","-90"
"161","-94","-94","-94"
"162","-89","-89","-89"
"163","-109","-109","-109"
"164","-108","-108","-108"
"165","-111","-111","-111"
"166","-106","-106","-106"
"167","-105","-105","-105"
"168","-105","-105","-105"
"169","-106","-106","-106"
"170","-94","-94","-94"
"171","-94","-94","-94"
"172","-102","-102","-102"
"173","-112","-112","-112"
"174","-91","-91","-91"
"175","-105","-105","-105"
"176","-84","-84","-84"
"177","-98","-98","-98"
"178","-83","-83","-83"
"179","-104","-104","-104"
"180","-106","-106","-106"
"181","-106","-106","-106"
"182","-107","-107","-107"
"183","-107","-107","-107"
"184","-104","-104","-104"
"185","-105","-105","-105"
"186","-89","-89","-89"
"187","-105","-105","-105"
"188","-105","-105","-105"
"189","-105","-105","-105"
"190","-104","-104","-104"
"191","-106","-106","-106"
"192","-85","-85","-85"
"193","-106","-106","-106"
"194","-83","-83","-83"
"195","-87","-87","-87"
"196","-103","-103","-103"
"197","-107","-107","-107"
"198","-105","-105","-105"
"199","-83","-83","-83"
"200","-108","-108","-108"
"201","-101","-101","-101"
"202","-104","-104","-104"
"203","-106","-106","-106"
"204","-87","-87","-87"
"205","-108","-108","-108"
"206","-107","-107","-107"
"207","-87","-87","-87"
"208","-87","-87","-87"
"209","-110","-110","-110"
"210","-91","-91","-91"
"211","-107","-107","-107"
"212","-109","-109","-109"
"213","-84","-84","-84"
"214","-107","-107","-107"
"215","-106","-106","-106"
"216","-96","-96","-96"
"217","-85","-85","-85"
"218","-105","-105","-105"
"219","-107","-107","-107"
"220","-106","-106","-106"
"221","-106","-106","-106"
"222","-84","-84","-84"
"223","-107","-107","-107"
"224","-105","-105","-105"
"225","-105","-105","-105"
"226","-107","-107","-107"
"227","-100","-100","-100"
"228","-104","-104","-104"
"229","-105","-105","-105"
"230","-108","-108","-108"
"231","-86","-86","-86"
"232","-104","-104","-104"
"233","-108","-108","-108"
"234","-85","-85","-85"
"235","-107","-107","-107"
"236","-105","-105","-105"
"237","-107","-107","-107"
"238","-107","-107","-107"
"239","-83","-83","-83"
"240","-96","-96","-96"
"241","-87","-87","-87"
"242","-106","-106","-106"
"243","-96","-96","-96"
"244","-85","-85","-85"
"245","-107","-107","-107"
"246","-105","-105","-105"
"247","-106","-106","-106"
