"Step","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MIN","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MAX"
"0","-200","-200","-200"
"1","-200","-200","-200"
"2","-200","-200","-200"
"3","-200","-200","-200"
"4","-200","-200","-200"
"5","-200","-200","-200"
"6","-200","-200","-200"
"7","-200","-200","-200"
"8","-200","-200","-200"
"9","-200","-200","-200"
"10","-200","-200","-200"
"11","-200","-200","-200"
"12","-200","-200","-200"
"13","-200","-200","-200"
"14","-200","-200","-200"
"15","-139","-139","-139"
"16","-200","-200","-200"
"17","-200","-200","-200"
"18","-200","-200","-200"
"19","-200","-200","-200"
"20","-200","-200","-200"
"21","-200","-200","-200"
"22","-188","-188","-188"
"23","-200","-200","-200"
"24","-200","-200","-200"
"25","-200","-200","-200"
"26","-200","-200","-200"
"27","-200","-200","-200"
"28","-140","-140","-140"
"29","-200","-200","-200"
"30","-200","-200","-200"
"31","-200","-200","-200"
"32","-200","-200","-200"
"33","-115","-115","-115"
"34","-190","-190","-190"
"35","-200","-200","-200"
"36","-200","-200","-200"
"37","-136","-136","-136"
"38","-143","-143","-143"
"39","-169","-169","-169"
"40","-175","-175","-175"
"41","-98","-98","-98"
"42","-200","-200","-200"
"43","-154","-154","-154"
"44","-137","-137","-137"
"45","-137","-137","-137"
"46","-114","-114","-114"
"47","-129","-129","-129"
"48","-167","-167","-167"
"49","-151","-151","-151"
"50","-128","-128","-128"
"51","-117","-117","-117"
"52","-145","-145","-145"
"53","-121","-121","-121"
"54","-135","-135","-135"
"55","-120","-120","-120"
"56","-93","-93","-93"
"57","-84","-84","-84"
"58","-87","-87","-87"
"59","-113","-113","-113"
"60","-103","-103","-103"
"61","-135","-135","-135"
"62","-108","-108","-108"
"63","-112","-112","-112"
"64","-118","-118","-118"
"65","-116","-116","-116"
"66","-114","-114","-114"
"67","-112","-112","-112"
"68","-116","-116","-116"
"69","-104","-104","-104"
"70","-108","-108","-108"
"71","-108","-108","-108"
"72","-115","-115","-115"
"73","-105","-105","-105"
"74","-107","-107","-107"
"75","-106","-106","-106"
"76","-91","-91","-91"
"77","-113","-113","-113"
"78","-106","-106","-106"
"79","-86","-86","-86"
"80","-132","-132","-132"
"81","-86","-86","-86"
"82","-94","-94","-94"
"83","-111","-111","-111"
"84","-109","-109","-109"
"85","-111","-111","-111"
"86","-114","-114","-114"
"87","-97","-97","-97"
"88","-104","-104","-104"
"89","-108","-108","-108"
"90","-105","-105","-105"
"91","-108","-108","-108"
"92","-84","-84","-84"
"93","-109","-109","-109"
"94","-107","-107","-107"
"95","-91","-91","-91"
"96","-86","-86","-86"
"97","-93","-93","-93"
"98","-107","-107","-107"
"99","-106","-106","-106"
"100","-107","-107","-107"
"101","-108","-108","-108"
"102","-109","-109","-109"
"103","-102","-102","-102"
"104","-86","-86","-86"
"105","-108","-108","-108"
"106","-110","-110","-110"
"107","-83","-83","-83"
"108","-105","-105","-105"
"109","-106","-106","-106"
"110","-108","-108","-108"
"111","-93","-93","-93"
"112","-107","-107","-107"
"113","-106","-106","-106"
"114","-109","-109","-109"
"115","-105","-105","-105"
"116","-86","-86","-86"
"117","-110","-110","-110"
"118","-103","-103","-103"
"119","-104","-104","-104"
"120","-106","-106","-106"
"121","-106","-106","-106"
"122","-113","-113","-113"
"123","-100","-100","-100"
"124","-107","-107","-107"
"125","-83","-83","-83"
"126","-97","-97","-97"
"127","-107","-107","-107"
"128","-106","-106","-106"
"129","-107","-107","-107"
"130","-106","-106","-106"
"131","-85","-85","-85"
"132","-96","-96","-96"
"133","-90","-90","-90"
"134","-95","-95","-95"
"135","-90","-90","-90"
"136","-84","-84","-84"
"137","-101","-101","-101"
"138","-107","-107","-107"
"139","-87","-87","-87"
"140","-90","-90","-90"
"141","-83","-83","-83"
"142","-108","-108","-108"
"143","-84","-84","-84"
"144","-85","-85","-85"
"145","-109","-109","-109"
"146","-104","-104","-104"
"147","-87","-87","-87"
"148","-106","-106","-106"
"149","-88","-88","-88"
"150","-106","-106","-106"
"151","-83","-83","-83"
"152","-108","-108","-108"
"153","-108","-108","-108"
"154","-110","-110","-110"
"155","-109","-109","-109"
"156","-106","-106","-106"
"157","-106","-106","-106"
"158","-89","-89","-89"
"159","-114","-114","-114"
"160","-108","-108","-108"
"161","-108","-108","-108"
"162","-87","-87","-87"
"163","-92","-92","-92"
"164","-107","-107","-107"
"165","-106","-106","-106"
"166","-86","-86","-86"
"167","-106","-106","-106"
"168","-105","-105","-105"
"169","-104","-104","-104"
"170","-116","-116","-116"
"171","-111","-111","-111"
"172","-110","-110","-110"
"173","-104","-104","-104"
"174","-106","-106","-106"
"175","-105","-105","-105"
"176","-103","-103","-103"
"177","-108","-108","-108"
"178","-105","-105","-105"
"179","-86","-86","-86"
"180","-105","-105","-105"
"181","-87","-87","-87"
"182","-114","-114","-114"
"183","-84","-84","-84"
"184","-94","-94","-94"
"185","-98","-98","-98"
"186","-92","-92","-92"
"187","-92","-92","-92"
"188","-90","-90","-90"
"189","-112","-112","-112"
"190","-111","-111","-111"
"191","-113","-113","-113"
"192","-102","-102","-102"
"193","-112","-112","-112"
"194","-110","-110","-110"
"195","-106","-106","-106"
"196","-105","-105","-105"
"197","-104","-104","-104"
"198","-103","-103","-103"
"199","-106","-106","-106"
"200","-107","-107","-107"
"201","-110","-110","-110"
"202","-85","-85","-85"
"203","-101","-101","-101"
"204","-103","-103","-103"
"205","-104","-104","-104"
"206","-103","-103","-103"
"207","-86","-86","-86"
"208","-106","-106","-106"
"209","-106","-106","-106"
"210","-108","-108","-108"
"211","-108","-108","-108"
"212","-104","-104","-104"
"213","-89","-89","-89"
"214","-107","-107","-107"
"215","-105","-105","-105"
"216","-106","-106","-106"
"217","-106","-106","-106"
"218","-105","-105","-105"
"219","-104","-104","-104"
"220","-106","-106","-106"
"221","-107","-107","-107"
"222","-105","-105","-105"
"223","-108","-108","-108"
"224","-83","-83","-83"
"225","-104","-104","-104"
"226","-110","-110","-110"
"227","-92","-92","-92"
"228","-86","-86","-86"
"229","-103","-103","-103"
"230","-104","-104","-104"
"231","-104","-104","-104"
"232","-104","-104","-104"
"233","-83","-83","-83"
"234","-108","-108","-108"
"235","-108","-108","-108"
"236","-105","-105","-105"
"237","-100","-100","-100"
"238","-95","-95","-95"
"239","-92","-92","-92"
"240","-93","-93","-93"
"241","-87","-87","-87"
"242","-105","-105","-105"
"243","-100","-100","-100"
"244","-111","-111","-111"
"245","-88","-88","-88"
"246","-90","-90","-90"
"247","-112","-112","-112"
