"Step","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MIN","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MAX"
"0","-143","-143","-143"
"1","-200","-200","-200"
"2","-200","-200","-200"
"3","-200","-200","-200"
"4","-200","-200","-200"
"5","-177","-177","-177"
"6","-167","-167","-167"
"7","-107","-107","-107"
"8","-200","-200","-200"
"9","-200","-200","-200"
"10","-200","-200","-200"
"11","-200","-200","-200"
"12","-200","-200","-200"
"13","-200","-200","-200"
"14","-200","-200","-200"
"15","-193","-193","-193"
"16","-200","-200","-200"
"17","-200","-200","-200"
"18","-200","-200","-200"
"19","-190","-190","-190"
"20","-200","-200","-200"
"21","-200","-200","-200"
"22","-200","-200","-200"
"23","-200","-200","-200"
"24","-151","-151","-151"
"25","-200","-200","-200"
"26","-200","-200","-200"
"27","-112","-112","-112"
"28","-197","-197","-197"
"29","-200","-200","-200"
"30","-200","-200","-200"
"31","-135","-135","-135"
"32","-200","-200","-200"
"33","-200","-200","-200"
"34","-142","-142","-142"
"35","-141","-141","-141"
"36","-173","-173","-173"
"37","-200","-200","-200"
"38","-171","-171","-171"
"39","-87","-87","-87"
"40","-93","-93","-93"
"41","-148","-148","-148"
"42","-137","-137","-137"
"43","-139","-139","-139"
"44","-89","-89","-89"
"45","-114","-114","-114"
"46","-93","-93","-93"
"47","-118","-118","-118"
"48","-89","-89","-89"
"49","-106","-106","-106"
"50","-84","-84","-84"
"51","-84","-84","-84"
"52","-110","-110","-110"
"53","-105","-105","-105"
"54","-85","-85","-85"
"55","-103","-103","-103"
"56","-85","-85","-85"
"57","-112","-112","-112"
"58","-112","-112","-112"
"59","-105","-105","-105"
"60","-106","-106","-106"
"61","-107","-107","-107"
"62","-110","-110","-110"
"63","-109","-109","-109"
"64","-88","-88","-88"
"65","-109","-109","-109"
"66","-107","-107","-107"
"67","-96","-96","-96"
"68","-108","-108","-108"
"69","-95","-95","-95"
"70","-106","-106","-106"
"71","-85","-85","-85"
"72","-106","-106","-106"
"73","-105","-105","-105"
"74","-108","-108","-108"
"75","-95","-95","-95"
"76","-106","-106","-106"
"77","-108","-108","-108"
"78","-110","-110","-110"
"79","-105","-105","-105"
"80","-106","-106","-106"
"81","-106","-106","-106"
"82","-85","-85","-85"
"83","-90","-90","-90"
"84","-111","-111","-111"
"85","-108","-108","-108"
"86","-88","-88","-88"
"87","-110","-110","-110"
"88","-109","-109","-109"
"89","-106","-106","-106"
"90","-105","-105","-105"
"91","-104","-104","-104"
"92","-104","-104","-104"
"93","-104","-104","-104"
"94","-106","-106","-106"
"95","-88","-88","-88"
"96","-105","-105","-105"
