"Step","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MIN","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MAX"
"0","-200","-200","-200"
"1","-200","-200","-200"
"2","-200","-200","-200"
"3","-191","-191","-191"
"4","-200","-200","-200"
"5","-200","-200","-200"
"6","-200","-200","-200"
"7","-200","-200","-200"
"8","-200","-200","-200"
"9","-125","-125","-125"
"10","-200","-200","-200"
"11","-200","-200","-200"
"12","-200","-200","-200"
"13","-200","-200","-200"
"14","-200","-200","-200"
"15","-200","-200","-200"
"16","-200","-200","-200"
"17","-200","-200","-200"
"18","-200","-200","-200"
"19","-200","-200","-200"
"20","-200","-200","-200"
"21","-200","-200","-200"
"22","-200","-200","-200"
"23","-134","-134","-134"
"24","-171","-171","-171"
"25","-84","-84","-84"
"26","-200","-200","-200"
"27","-85","-85","-85"
"28","-200","-200","-200"
"29","-200","-200","-200"
"30","-200","-200","-200"
"31","-131","-131","-131"
"32","-135","-135","-135"
"33","-200","-200","-200"
"34","-85","-85","-85"
"35","-134","-134","-134"
"36","-119","-119","-119"
"37","-140","-140","-140"
"38","-132","-132","-132"
"39","-191","-191","-191"
"40","-144","-144","-144"
"41","-147","-147","-147"
"42","-157","-157","-157"
"43","-132","-132","-132"
"44","-174","-174","-174"
"45","-145","-145","-145"
"46","-136","-136","-136"
"47","-140","-140","-140"
"48","-132","-132","-132"
"49","-139","-139","-139"
"50","-129","-129","-129"
"51","-85","-85","-85"
"52","-144","-144","-144"
"53","-136","-136","-136"
"54","-91","-91","-91"
"55","-120","-120","-120"
"56","-124","-124","-124"
"57","-114","-114","-114"
"58","-126","-126","-126"
"59","-83","-83","-83"
"60","-86","-86","-86"
"61","-111","-111","-111"
"62","-111","-111","-111"
"63","-85","-85","-85"
"64","-83","-83","-83"
"65","-111","-111","-111"
"66","-97","-97","-97"
"67","-109","-109","-109"
"68","-90","-90","-90"
"69","-94","-94","-94"
"70","-107","-107","-107"
"71","-110","-110","-110"
"72","-99","-99","-99"
"73","-124","-124","-124"
"74","-85","-85","-85"
"75","-106","-106","-106"
"76","-105","-105","-105"
"77","-106","-106","-106"
"78","-107","-107","-107"
"79","-111","-111","-111"
"80","-103","-103","-103"
"81","-103","-103","-103"
"82","-114","-114","-114"
"83","-84","-84","-84"
"84","-123","-123","-123"
"85","-102","-102","-102"
"86","-86","-86","-86"
"87","-100","-100","-100"
"88","-110","-110","-110"
"89","-108","-108","-108"
"90","-87","-87","-87"
"91","-106","-106","-106"
"92","-105","-105","-105"
"93","-93","-93","-93"
"94","-105","-105","-105"
"95","-106","-106","-106"
"96","-84","-84","-84"
"97","-115","-115","-115"
"98","-83","-83","-83"
"99","-109","-109","-109"
"100","-96","-96","-96"
"101","-108","-108","-108"
"102","-100","-100","-100"
"103","-108","-108","-108"
"104","-108","-108","-108"
"105","-84","-84","-84"
"106","-110","-110","-110"
"107","-104","-104","-104"
"108","-85","-85","-85"
"109","-109","-109","-109"
"110","-106","-106","-106"
"111","-106","-106","-106"
"112","-105","-105","-105"
"113","-104","-104","-104"
"114","-110","-110","-110"
"115","-105","-105","-105"
"116","-101","-101","-101"
"117","-93","-93","-93"
"118","-111","-111","-111"
"119","-107","-107","-107"
"120","-107","-107","-107"
"121","-94","-94","-94"
"122","-106","-106","-106"
"123","-104","-104","-104"
"124","-97","-97","-97"
"125","-104","-104","-104"
"126","-107","-107","-107"
"127","-86","-86","-86"
"128","-88","-88","-88"
"129","-97","-97","-97"
"130","-88","-88","-88"
"131","-96","-96","-96"
"132","-107","-107","-107"
"133","-104","-104","-104"
"134","-108","-108","-108"
"135","-107","-107","-107"
"136","-109","-109","-109"
"137","-105","-105","-105"
"138","-89","-89","-89"
"139","-101","-101","-101"
"140","-106","-106","-106"
"141","-119","-119","-119"
"142","-108","-108","-108"
"143","-105","-105","-105"
"144","-83","-83","-83"
"145","-85","-85","-85"
"146","-109","-109","-109"
"147","-105","-105","-105"
"148","-98","-98","-98"
"149","-108","-108","-108"
"150","-106","-106","-106"
"151","-108","-108","-108"
"152","-116","-116","-116"
"153","-91","-91","-91"
"154","-110","-110","-110"
"155","-84","-84","-84"
"156","-87","-87","-87"
"157","-98","-98","-98"
"158","-108","-108","-108"
"159","-101","-101","-101"
"160","-104","-104","-104"
"161","-86","-86","-86"
"162","-96","-96","-96"
"163","-109","-109","-109"
"164","-84","-84","-84"
"165","-104","-104","-104"
"166","-87","-87","-87"
"167","-107","-107","-107"
"168","-115","-115","-115"
"169","-117","-117","-117"
"170","-92","-92","-92"
"171","-90","-90","-90"
"172","-108","-108","-108"
"173","-86","-86","-86"
"174","-108","-108","-108"
"175","-105","-105","-105"
"176","-105","-105","-105"
"177","-111","-111","-111"
"178","-110","-110","-110"
"179","-108","-108","-108"
"180","-103","-103","-103"
"181","-87","-87","-87"
"182","-106","-106","-106"
"183","-103","-103","-103"
"184","-106","-106","-106"
"185","-110","-110","-110"
"186","-104","-104","-104"
"187","-105","-105","-105"
"188","-106","-106","-106"
"189","-104","-104","-104"
"190","-106","-106","-106"
"191","-103","-103","-103"
"192","-104","-104","-104"
"193","-106","-106","-106"
"194","-97","-97","-97"
"195","-88","-88","-88"
"196","-110","-110","-110"
"197","-98","-98","-98"
"198","-83","-83","-83"
"199","-108","-108","-108"
"200","-105","-105","-105"
"201","-112","-112","-112"
"202","-107","-107","-107"
"203","-105","-105","-105"
"204","-112","-112","-112"
"205","-87","-87","-87"
"206","-104","-104","-104"
"207","-105","-105","-105"
"208","-88","-88","-88"
"209","-104","-104","-104"
"210","-85","-85","-85"
"211","-109","-109","-109"
"212","-105","-105","-105"
"213","-109","-109","-109"
"214","-88","-88","-88"
"215","-105","-105","-105"
"216","-89","-89","-89"
"217","-108","-108","-108"
"218","-105","-105","-105"
"219","-93","-93","-93"
"220","-89","-89","-89"
"221","-106","-106","-106"
"222","-105","-105","-105"
"223","-97","-97","-97"
"224","-88","-88","-88"
"225","-109","-109","-109"
"226","-110","-110","-110"
"227","-91","-91","-91"
"228","-87","-87","-87"
"229","-84","-84","-84"
"230","-105","-105","-105"
"231","-104","-104","-104"
"232","-103","-103","-103"
"233","-88","-88","-88"
"234","-106","-106","-106"
"235","-85","-85","-85"
"236","-88","-88","-88"
"237","-104","-104","-104"
"238","-89","-89","-89"
"239","-104","-104","-104"
"240","-111","-111","-111"
"241","-114","-114","-114"
"242","-105","-105","-105"
"243","-91","-91","-91"
"244","-108","-108","-108"
"245","-108","-108","-108"
"246","-105","-105","-105"
"247","-106","-106","-106"
