"Step","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MIN","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MAX"
"0","-200","-200","-200"
"1","-142","-142","-142"
"2","-200","-200","-200"
"3","-200","-200","-200"
"4","-200","-200","-200"
"5","-200","-200","-200"
"6","-200","-200","-200"
"7","-200","-200","-200"
"8","-200","-200","-200"
"9","-200","-200","-200"
"10","-200","-200","-200"
"11","-200","-200","-200"
"12","-200","-200","-200"
"13","-200","-200","-200"
"14","-200","-200","-200"
"15","-200","-200","-200"
"16","-200","-200","-200"
"17","-200","-200","-200"
"18","-200","-200","-200"
"19","-200","-200","-200"
"20","-200","-200","-200"
"21","-145","-145","-145"
"22","-200","-200","-200"
"23","-200","-200","-200"
"24","-200","-200","-200"
"25","-200","-200","-200"
"26","-200","-200","-200"
"27","-143","-143","-143"
"28","-135","-135","-135"
"29","-200","-200","-200"
"30","-161","-161","-161"
"31","-200","-200","-200"
"32","-200","-200","-200"
"33","-200","-200","-200"
"34","-200","-200","-200"
"35","-200","-200","-200"
"36","-119","-119","-119"
"37","-200","-200","-200"
"38","-200","-200","-200"
"39","-200","-200","-200"
"40","-200","-200","-200"
"41","-200","-200","-200"
"42","-200","-200","-200"
"43","-200","-200","-200"
"44","-171","-171","-171"
"45","-200","-200","-200"
"46","-194","-194","-194"
"47","-200","-200","-200"
"48","-133","-133","-133"
"49","-134","-134","-134"
"50","-143","-143","-143"
"51","-151","-151","-151"
"52","-200","-200","-200"
"53","-154","-154","-154"
"54","-200","-200","-200"
"55","-192","-192","-192"
"56","-157","-157","-157"
"57","-157","-157","-157"
"58","-152","-152","-152"
"59","-121","-121","-121"
"60","-125","-125","-125"
