"Step","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MIN","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MAX"
"0","-200","-200","-200"
"1","-200","-200","-200"
"2","-200","-200","-200"
"3","-200","-200","-200"
"4","-200","-200","-200"
"5","-200","-200","-200"
"6","-200","-200","-200"
"7","-200","-200","-200"
"8","-200","-200","-200"
"9","-200","-200","-200"
"10","-200","-200","-200"
"11","-200","-200","-200"
"12","-200","-200","-200"
"13","-200","-200","-200"
"14","-200","-200","-200"
"15","-200","-200","-200"
"16","-200","-200","-200"
"17","-200","-200","-200"
"18","-200","-200","-200"
"19","-200","-200","-200"
"20","-151","-151","-151"
"21","-200","-200","-200"
"22","-200","-200","-200"
"23","-198","-198","-198"
"24","-200","-200","-200"
"25","-200","-200","-200"
"26","-200","-200","-200"
"27","-200","-200","-200"
"28","-200","-200","-200"
"29","-150","-150","-150"
"30","-200","-200","-200"
"31","-200","-200","-200"
"32","-192","-192","-192"
"33","-153","-153","-153"
"34","-200","-200","-200"
"35","-200","-200","-200"
"36","-200","-200","-200"
"37","-200","-200","-200"
"38","-200","-200","-200"
"39","-163","-163","-163"
"40","-133","-133","-133"
"41","-129","-129","-129"
"42","-130","-130","-130"
"43","-87","-87","-87"
"44","-108","-108","-108"
"45","-85","-85","-85"
"46","-103","-103","-103"
"47","-126","-126","-126"
"48","-94","-94","-94"
"49","-126","-126","-126"
"50","-83","-83","-83"
"51","-110","-110","-110"
"52","-107","-107","-107"
"53","-124","-124","-124"
"54","-108","-108","-108"
"55","-108","-108","-108"
"56","-85","-85","-85"
"57","-107","-107","-107"
"58","-110","-110","-110"
"59","-88","-88","-88"
"60","-92","-92","-92"
"61","-106","-106","-106"
"62","-107","-107","-107"
"63","-104","-104","-104"
"64","-87","-87","-87"
"65","-98","-98","-98"
"66","-86","-86","-86"
"67","-104","-104","-104"
"68","-83","-83","-83"
"69","-88","-88","-88"
"70","-87","-87","-87"
"71","-103","-103","-103"
"72","-106","-106","-106"
"73","-93","-93","-93"
"74","-97","-97","-97"
"75","-100","-100","-100"
"76","-108","-108","-108"
"77","-86","-86","-86"
"78","-112","-112","-112"
"79","-109","-109","-109"
"80","-106","-106","-106"
"81","-88","-88","-88"
"82","-107","-107","-107"
"83","-84","-84","-84"
"84","-107","-107","-107"
"85","-104","-104","-104"
"86","-100","-100","-100"
"87","-105","-105","-105"
"88","-89","-89","-89"
"89","-99","-99","-99"
"90","-107","-107","-107"
"91","-104","-104","-104"
"92","-86","-86","-86"
"93","-83","-83","-83"
"94","-106","-106","-106"
"95","-104","-104","-104"
"96","-108","-108","-108"
"97","-87","-87","-87"
"98","-88","-88","-88"
"99","-104","-104","-104"
"100","-91","-91","-91"
"101","-90","-90","-90"
"102","-106","-106","-106"
"103","-105","-105","-105"
"104","-106","-106","-106"
"105","-108","-108","-108"
"106","-88","-88","-88"
"107","-92","-92","-92"
"108","-84","-84","-84"
"109","-93","-93","-93"
"110","-105","-105","-105"
"111","-92","-92","-92"
"112","-95","-95","-95"
"113","-107","-107","-107"
"114","-88","-88","-88"
"115","-88","-88","-88"
"116","-108","-108","-108"
"117","-95","-95","-95"
"118","-106","-106","-106"
"119","-104","-104","-104"
"120","-101","-101","-101"
"121","-105","-105","-105"
"122","-104","-104","-104"
"123","-104","-104","-104"
"124","-109","-109","-109"
"125","-88","-88","-88"
"126","-89","-89","-89"
"127","-111","-111","-111"
"128","-105","-105","-105"
"129","-86","-86","-86"
"130","-109","-109","-109"
"131","-106","-106","-106"
"132","-106","-106","-106"
"133","-111","-111","-111"
"134","-104","-104","-104"
"135","-107","-107","-107"
"136","-88","-88","-88"
"137","-107","-107","-107"
"138","-106","-106","-106"
"139","-88","-88","-88"
"140","-106","-106","-106"
"141","-104","-104","-104"
"142","-86","-86","-86"
"143","-107","-107","-107"
"144","-85","-85","-85"
"145","-108","-108","-108"
"146","-83","-83","-83"
"147","-111","-111","-111"
"148","-106","-106","-106"
"149","-89","-89","-89"
"150","-104","-104","-104"
"151","-104","-104","-104"
"152","-108","-108","-108"
"153","-109","-109","-109"
"154","-95","-95","-95"
"155","-105","-105","-105"
"156","-84","-84","-84"
"157","-88","-88","-88"
"158","-105","-105","-105"
"159","-85","-85","-85"
"160","-108","-108","-108"
"161","-88","-88","-88"
"162","-95","-95","-95"
"163","-103","-103","-103"
"164","-107","-107","-107"
"165","-96","-96","-96"
"166","-95","-95","-95"
"167","-105","-105","-105"
"168","-85","-85","-85"
"169","-105","-105","-105"
"170","-99","-99","-99"
"171","-111","-111","-111"
"172","-106","-106","-106"
"173","-84","-84","-84"
"174","-105","-105","-105"
"175","-103","-103","-103"
"176","-107","-107","-107"
"177","-85","-85","-85"
"178","-84","-84","-84"
"179","-105","-105","-105"
"180","-107","-107","-107"
"181","-106","-106","-106"
"182","-104","-104","-104"
"183","-106","-106","-106"
"184","-104","-104","-104"
"185","-105","-105","-105"
"186","-108","-108","-108"
"187","-98","-98","-98"
"188","-85","-85","-85"
"189","-108","-108","-108"
"190","-83","-83","-83"
"191","-100","-100","-100"
"192","-88","-88","-88"
"193","-104","-104","-104"
"194","-106","-106","-106"
"195","-104","-104","-104"
"196","-109","-109","-109"
"197","-105","-105","-105"
"198","-95","-95","-95"
"199","-113","-113","-113"
"200","-104","-104","-104"
"201","-105","-105","-105"
"202","-86","-86","-86"
"203","-110","-110","-110"
"204","-107","-107","-107"
"205","-89","-89","-89"
"206","-88","-88","-88"
"207","-105","-105","-105"
"208","-93","-93","-93"
"209","-106","-106","-106"
"210","-106","-106","-106"
"211","-109","-109","-109"
"212","-96","-96","-96"
"213","-92","-92","-92"
"214","-109","-109","-109"
"215","-87","-87","-87"
"216","-91","-91","-91"
"217","-91","-91","-91"
"218","-108","-108","-108"
"219","-84","-84","-84"
"220","-90","-90","-90"
"221","-102","-102","-102"
"222","-83","-83","-83"
"223","-96","-96","-96"
"224","-87","-87","-87"
"225","-106","-106","-106"
"226","-106","-106","-106"
"227","-110","-110","-110"
"228","-108","-108","-108"
"229","-84","-84","-84"
"230","-93","-93","-93"
"231","-104","-104","-104"
"232","-85","-85","-85"
"233","-95","-95","-95"
"234","-108","-108","-108"
"235","-105","-105","-105"
"236","-106","-106","-106"
"237","-105","-105","-105"
"238","-107","-107","-107"
"239","-83","-83","-83"
"240","-97","-97","-97"
"241","-96","-96","-96"
"242","-106","-106","-106"
"243","-87","-87","-87"
"244","-105","-105","-105"
"245","-90","-90","-90"
"246","-90","-90","-90"
"247","-85","-85","-85"
