"Step","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MIN","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MAX"
"0","-200","-200","-200"
"1","-200","-200","-200"
"2","-200","-200","-200"
"3","-200","-200","-200"
"4","-200","-200","-200"
"5","-200","-200","-200"
"6","-200","-200","-200"
"7","-200","-200","-200"
"8","-200","-200","-200"
"9","-200","-200","-200"
"10","-200","-200","-200"
"11","-171","-171","-171"
"12","-200","-200","-200"
"13","-200","-200","-200"
"14","-160","-160","-160"
"15","-200","-200","-200"
"16","-200","-200","-200"
"17","-200","-200","-200"
"18","-200","-200","-200"
"19","-200","-200","-200"
"20","-200","-200","-200"
"21","-200","-200","-200"
"22","-200","-200","-200"
"23","-200","-200","-200"
"24","-194","-194","-194"
"25","-200","-200","-200"
"26","-200","-200","-200"
"27","-200","-200","-200"
"28","-200","-200","-200"
"29","-200","-200","-200"
"30","-196","-196","-196"
"31","-200","-200","-200"
"32","-179","-179","-179"
"33","-200","-200","-200"
"34","-200","-200","-200"
"35","-196","-196","-196"
"36","-161","-161","-161"
"37","-162","-162","-162"
"38","-200","-200","-200"
"39","-178","-178","-178"
"40","-165","-165","-165"
"41","-129","-129","-129"
"42","-163","-163","-163"
"43","-121","-121","-121"
"44","-156","-156","-156"
"45","-200","-200","-200"
"46","-133","-133","-133"
"47","-160","-160","-160"
"48","-85","-85","-85"
"49","-145","-145","-145"
"50","-141","-141","-141"
"51","-115","-115","-115"
"52","-146","-146","-146"
"53","-122","-122","-122"
"54","-135","-135","-135"
"55","-157","-157","-157"
"56","-117","-117","-117"
"57","-111","-111","-111"
"58","-111","-111","-111"
"59","-117","-117","-117"
"60","-109","-109","-109"
"61","-110","-110","-110"
"62","-113","-113","-113"
"63","-132","-132","-132"
"64","-109","-109","-109"
"65","-113","-113","-113"
"66","-117","-117","-117"
"67","-87","-87","-87"
"68","-130","-130","-130"
"69","-101","-101","-101"
"70","-111","-111","-111"
"71","-105","-105","-105"
"72","-110","-110","-110"
"73","-108","-108","-108"
"74","-107","-107","-107"
"75","-107","-107","-107"
"76","-106","-106","-106"
"77","-116","-116","-116"
"78","-84","-84","-84"
"79","-104","-104","-104"
"80","-99","-99","-99"
"81","-83","-83","-83"
"82","-87","-87","-87"
"83","-109","-109","-109"
"84","-95","-95","-95"
"85","-90","-90","-90"
"86","-109","-109","-109"
"87","-86","-86","-86"
"88","-114","-114","-114"
"89","-88","-88","-88"
"90","-88","-88","-88"
"91","-110","-110","-110"
"92","-103","-103","-103"
"93","-99","-99","-99"
"94","-105","-105","-105"
"95","-83","-83","-83"
"96","-105","-105","-105"
"97","-105","-105","-105"
"98","-107","-107","-107"
"99","-84","-84","-84"
"100","-105","-105","-105"
"101","-112","-112","-112"
"102","-91","-91","-91"
"103","-108","-108","-108"
"104","-87","-87","-87"
"105","-107","-107","-107"
"106","-106","-106","-106"
"107","-107","-107","-107"
"108","-106","-106","-106"
"109","-103","-103","-103"
"110","-105","-105","-105"
"111","-85","-85","-85"
"112","-106","-106","-106"
"113","-106","-106","-106"
"114","-105","-105","-105"
"115","-108","-108","-108"
"116","-88","-88","-88"
"117","-105","-105","-105"
"118","-86","-86","-86"
"119","-112","-112","-112"
"120","-104","-104","-104"
"121","-105","-105","-105"
"122","-105","-105","-105"
"123","-109","-109","-109"
"124","-104","-104","-104"
"125","-104","-104","-104"
"126","-111","-111","-111"
"127","-84","-84","-84"
"128","-109","-109","-109"
"129","-108","-108","-108"
"130","-104","-104","-104"
"131","-107","-107","-107"
"132","-109","-109","-109"
"133","-91","-91","-91"
"134","-83","-83","-83"
"135","-109","-109","-109"
"136","-107","-107","-107"
"137","-95","-95","-95"
"138","-106","-106","-106"
"139","-83","-83","-83"
"140","-108","-108","-108"
"141","-104","-104","-104"
"142","-100","-100","-100"
"143","-113","-113","-113"
"144","-83","-83","-83"
"145","-109","-109","-109"
"146","-109","-109","-109"
"147","-99","-99","-99"
"148","-91","-91","-91"
"149","-116","-116","-116"
"150","-111","-111","-111"
"151","-107","-107","-107"
"152","-87","-87","-87"
"153","-85","-85","-85"
"154","-111","-111","-111"
"155","-111","-111","-111"
"156","-108","-108","-108"
"157","-108","-108","-108"
"158","-101","-101","-101"
"159","-107","-107","-107"
"160","-106","-106","-106"
"161","-107","-107","-107"
"162","-107","-107","-107"
"163","-83","-83","-83"
"164","-103","-103","-103"
"165","-84","-84","-84"
"166","-85","-85","-85"
"167","-91","-91","-91"
"168","-85","-85","-85"
"169","-104","-104","-104"
"170","-104","-104","-104"
"171","-106","-106","-106"
"172","-105","-105","-105"
"173","-86","-86","-86"
"174","-87","-87","-87"
"175","-84","-84","-84"
"176","-105","-105","-105"
"177","-86","-86","-86"
"178","-106","-106","-106"
"179","-105","-105","-105"
"180","-105","-105","-105"
"181","-104","-104","-104"
"182","-109","-109","-109"
"183","-113","-113","-113"
"184","-108","-108","-108"
"185","-86","-86","-86"
"186","-105","-105","-105"
"187","-105","-105","-105"
"188","-109","-109","-109"
"189","-111","-111","-111"
"190","-110","-110","-110"
"191","-108","-108","-108"
"192","-101","-101","-101"
"193","-87","-87","-87"
"194","-95","-95","-95"
"195","-86","-86","-86"
"196","-110","-110","-110"
"197","-105","-105","-105"
"198","-106","-106","-106"
"199","-86","-86","-86"
"200","-113","-113","-113"
"201","-105","-105","-105"
"202","-107","-107","-107"
"203","-109","-109","-109"
"204","-89","-89","-89"
"205","-109","-109","-109"
"206","-107","-107","-107"
"207","-105","-105","-105"
"208","-83","-83","-83"
"209","-110","-110","-110"
"210","-88","-88","-88"
"211","-105","-105","-105"
"212","-108","-108","-108"
"213","-105","-105","-105"
"214","-97","-97","-97"
"215","-104","-104","-104"
"216","-108","-108","-108"
"217","-104","-104","-104"
"218","-108","-108","-108"
"219","-83","-83","-83"
"220","-84","-84","-84"
"221","-84","-84","-84"
"222","-104","-104","-104"
"223","-104","-104","-104"
"224","-83","-83","-83"
"225","-106","-106","-106"
"226","-88","-88","-88"
"227","-107","-107","-107"
"228","-109","-109","-109"
"229","-97","-97","-97"
"230","-105","-105","-105"
"231","-88","-88","-88"
"232","-109","-109","-109"
"233","-84","-84","-84"
"234","-106","-106","-106"
"235","-104","-104","-104"
"236","-110","-110","-110"
"237","-104","-104","-104"
"238","-83","-83","-83"
"239","-108","-108","-108"
"240","-104","-104","-104"
"241","-83","-83","-83"
"242","-105","-105","-105"
"243","-90","-90","-90"
"244","-108","-108","-108"
"245","-106","-106","-106"
"246","-88","-88","-88"
"247","-85","-85","-85"
