"Step","evosax_OpenES/generations_2000_strategy_OpenES_popsize_512_es_kws_{'sigma_init': 0.3} - current_best_fitness","evosax_OpenES/generations_2000_strategy_OpenES_popsize_512_es_kws_{'sigma_init': 0.3} - current_best_fitness__MIN","evosax_OpenES/generations_2000_strategy_OpenES_popsize_512_es_kws_{'sigma_init': 0.3} - current_best_fitness__MAX"
"0","-80","-80","-80"
"1","-77","-77","-77"
"2","-72","-72","-72"
"3","-72","-72","-72"
"4","-85","-85","-85"
"5","-66","-66","-66"
"6","-73","-73","-73"
"7","-72","-72","-72"
"8","-82","-82","-82"
"9","-72","-72","-72"
"10","-64","-64","-64"
"11","-74","-74","-74"
"12","-73","-73","-73"
"13","-67","-67","-67"
"14","-85","-85","-85"
"15","-72","-72","-72"
"16","-65","-65","-65"
"17","-75","-75","-75"
"18","-76","-76","-76"
"19","-66","-66","-66"
"20","-72","-72","-72"
"21","-70","-70","-70"
"22","-71","-71","-71"
"23","-63","-63","-63"
"24","-72","-72","-72"
"25","-76","-76","-76"
"26","-72","-72","-72"
"27","-69","-69","-69"
"28","-66","-66","-66"
"29","-76","-76","-76"
"30","-78","-78","-78"
"31","-64","-64","-64"
"32","-64","-64","-64"
"33","-69","-69","-69"
"34","-64","-64","-64"
"35","-66","-66","-66"
"36","-64","-64","-64"
"37","-66","-66","-66"
"38","-64","-64","-64"
"39","-81","-81","-81"
"40","-74","-74","-74"
"41","-66","-66","-66"
"42","-71","-71","-71"
"43","-72","-72","-72"
"44","-75","-75","-75"
"45","-75","-75","-75"
"46","-67","-67","-67"
"47","-65","-65","-65"
"48","-65","-65","-65"
"49","-76","-76","-76"
"50","-73","-73","-73"
"51","-73","-73","-73"
"52","-69","-69","-69"
"53","-66","-66","-66"
"54","-68","-68","-68"
"55","-64","-64","-64"
"56","-64","-64","-64"
"57","-65","-65","-65"
"58","-71","-71","-71"
"59","-71","-71","-71"
"60","-65","-65","-65"
"61","-61","-61","-61"
"62","-71","-71","-71"
"63","-68","-68","-68"
"64","-73","-73","-73"
"65","-64","-64","-64"
"66","-73","-73","-73"
"67","-64","-64","-64"
"68","-72","-72","-72"
"69","-65","-65","-65"
"70","-78","-78","-78"
"71","-62","-62","-62"
"72","-82","-82","-82"
"73","-64","-64","-64"
"74","-64","-64","-64"
"75","-66","-66","-66"
"76","-67","-67","-67"
"77","-69","-69","-69"
"78","-65","-65","-65"
"79","-72","-72","-72"
"80","-63","-63","-63"
"81","-67","-67","-67"
"82","-69","-69","-69"
"83","-61","-61","-61"
"84","-72","-72","-72"
"85","-63","-63","-63"
"86","-65","-65","-65"
"87","-64","-64","-64"
"88","-66","-66","-66"
"89","-71","-71","-71"
"90","-65","-65","-65"
"91","-64","-64","-64"
"92","-66","-66","-66"
"93","-72","-72","-72"
"94","-66","-66","-66"
"95","-73","-73","-73"
"96","-73","-73","-73"
"97","-64","-64","-64"
"98","-70","-70","-70"
"99","-69","-69","-69"
"100","-69","-69","-69"
"101","-65","-65","-65"
"102","-65","-65","-65"
"103","-65","-65","-65"
"104","-63","-63","-63"
"105","-72","-72","-72"
"106","-64","-64","-64"
"107","-65","-65","-65"
"108","-66","-66","-66"
"109","-63","-63","-63"
"110","-65","-65","-65"
"111","-65","-65","-65"
"112","-63","-63","-63"
"113","-64","-64","-64"
"114","-64","-64","-64"
"115","-64","-64","-64"
"116","-64","-64","-64"
"117","-71","-71","-71"
"118","-65","-65","-65"
"119","-62","-62","-62"
"120","-64","-64","-64"
"121","-67","-67","-67"
"122","-64","-64","-64"
"123","-64","-64","-64"
"124","-71","-71","-71"
"125","-65","-65","-65"
"126","-64","-64","-64"
"127","-65","-65","-65"
"128","-64","-64","-64"
"129","-65","-65","-65"
"130","-63","-63","-63"
"131","-64","-64","-64"
"132","-64","-64","-64"
"133","-63","-63","-63"
"134","-66","-66","-66"
"135","-62","-62","-62"
"136","-65","-65","-65"
"137","-64","-64","-64"
"138","-65","-65","-65"
"139","-63","-63","-63"
"140","-65","-65","-65"
"141","-62","-62","-62"
"142","-63","-63","-63"
"143","-64","-64","-64"
"144","-63","-63","-63"
"145","-64","-64","-64"
"146","-62","-62","-62"
"147","-63","-63","-63"
"148","-62","-62","-62"
"149","-62","-62","-62"
"150","-66","-66","-66"
"151","-62","-62","-62"
"152","-64","-64","-64"
"153","-62","-62","-62"
"154","-64","-64","-64"
"155","-58","-58","-58"
"156","-64","-64","-64"
"157","-63","-63","-63"
"158","-65","-65","-65"
"159","-64","-64","-64"
"160","-64","-64","-64"
"161","-64","-64","-64"
"162","-63","-63","-63"
"163","-64","-64","-64"
"164","-62","-62","-62"
"165","-64","-64","-64"
"166","-63","-63","-63"
"167","-63","-63","-63"
"168","-63","-63","-63"
"169","-64","-64","-64"
"170","-64","-64","-64"
"171","-63","-63","-63"
"172","-62","-62","-62"
"173","-64","-64","-64"
"174","-62","-62","-62"
"175","-64","-64","-64"
"176","-64","-64","-64"
"177","-62","-62","-62"
"178","-64","-64","-64"
"179","-64","-64","-64"
"180","-63","-63","-63"
"181","-64","-64","-64"
"182","-63","-63","-63"
"183","-63","-63","-63"
"184","-63","-63","-63"
"185","-64","-64","-64"
"186","-62","-62","-62"
"187","-62","-62","-62"
"188","-64","-64","-64"
"189","-63","-63","-63"
"190","-63","-63","-63"
"191","-64","-64","-64"
"192","-63","-63","-63"
"193","-63","-63","-63"
"194","-62","-62","-62"
"195","-64","-64","-64"
"196","-64","-64","-64"
"197","-63","-63","-63"
"198","-62","-62","-62"
"199","-58","-58","-58"
"200","-64","-64","-64"
"201","-66","-66","-66"
"202","-63","-63","-63"
"203","-62","-62","-62"
"204","-70","-70","-70"
"205","-64","-64","-64"
"206","-63","-63","-63"
"207","-64","-64","-64"
"208","-63","-63","-63"
"209","-63","-63","-63"
"210","-62","-62","-62"
"211","-62","-62","-62"
