"Step","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MIN","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MAX"
"0","-65","-65","-65"
"1","-72","-72","-72"
"2","-73","-73","-73"
"3","-75","-75","-75"
"4","-73","-73","-73"
"5","-65","-65","-65"
"6","-63","-63","-63"
"7","-63","-63","-63"
"8","-64","-64","-64"
"9","-63","-63","-63"
"10","-63","-63","-63"
"11","-62","-62","-62"
"12","-60","-60","-60"
"13","-64","-64","-64"
"14","-63","-63","-63"
"15","-63","-63","-63"
"16","-63","-63","-63"
"17","-63","-63","-63"
"18","-60","-60","-60"
"19","-61","-61","-61"
"20","-63","-63","-63"
"21","-64","-64","-64"
"22","-63","-63","-63"
"23","-62","-62","-62"
"24","-62","-62","-62"
"25","-63","-63","-63"
"26","-63","-63","-63"
"27","-63","-63","-63"
"28","-62","-62","-62"
"29","-62","-62","-62"
"30","-62","-62","-62"
"31","-63","-63","-63"
"32","-63","-63","-63"
"33","-63","-63","-63"
"34","-63","-63","-63"
"35","-62","-62","-62"
"36","-63","-63","-63"
"37","-63","-63","-63"
"38","-63","-63","-63"
"39","-62","-62","-62"
"40","-62","-62","-62"
"41","-62","-62","-62"
"42","-59","-59","-59"
"43","-63","-63","-63"
"44","-62","-62","-62"
"45","-63","-63","-63"
"46","-62","-62","-62"
"47","-62","-62","-62"
"48","-63","-63","-63"
"49","-63","-63","-63"
"50","-62","-62","-62"
"51","-61","-61","-61"
"52","-57","-57","-57"
"53","-62","-62","-62"
"54","-61","-61","-61"
"55","-62","-62","-62"
"56","-62","-62","-62"
"57","-62","-62","-62"
"58","-63","-63","-63"
"59","-64","-64","-64"
"60","-62","-62","-62"
"61","-62","-62","-62"
"62","-62","-62","-62"
"63","-63","-63","-63"
"64","-64","-64","-64"
"65","-62","-62","-62"
"66","-63","-63","-63"
"67","-63","-63","-63"
"68","-60","-60","-60"
