"Step","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MIN","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MAX"
"0","-79","-79","-79"
"1","-80","-80","-80"
"2","-65","-65","-65"
"3","-64","-64","-64"
"4","-64","-64","-64"
"5","-65","-65","-65"
"6","-63","-63","-63"
"7","-64","-64","-64"
"8","-63","-63","-63"
"9","-64","-64","-64"
"10","-64","-64","-64"
"11","-63","-63","-63"
"12","-64","-64","-64"
"13","-63","-63","-63"
"14","-65","-65","-65"
"15","-64","-64","-64"
"16","-64","-64","-64"
"17","-64","-64","-64"
"18","-63","-63","-63"
"19","-63","-63","-63"
"20","-63","-63","-63"
"21","-62","-62","-62"
"22","-64","-64","-64"
"23","-64","-64","-64"
"24","-62","-62","-62"
"25","-64","-64","-64"
"26","-63","-63","-63"
"27","-63","-63","-63"
"28","-64","-64","-64"
"29","-63","-63","-63"
"30","-63","-63","-63"
"31","-63","-63","-63"
"32","-63","-63","-63"
"33","-63","-63","-63"
"34","-62","-62","-62"
"35","-64","-64","-64"
"36","-63","-63","-63"
"37","-64","-64","-64"
"38","-62","-62","-62"
"39","-63","-63","-63"
"40","-63","-63","-63"
"41","-63","-63","-63"
"42","-63","-63","-63"
"43","-63","-63","-63"
"44","-63","-63","-63"
"45","-63","-63","-63"
"46","-63","-63","-63"
"47","-63","-63","-63"
"48","-64","-64","-64"
"49","-62","-62","-62"
"50","-59","-59","-59"
"51","-63","-63","-63"
"52","-63","-63","-63"
"53","-64","-64","-64"
"54","-63","-63","-63"
"55","-64","-64","-64"
"56","-63","-63","-63"
"57","-62","-62","-62"
"58","-63","-63","-63"
"59","-63","-63","-63"
"60","-63","-63","-63"
"61","-64","-64","-64"
"62","-63","-63","-63"
"63","-63","-63","-63"
"64","-60","-60","-60"
"65","-63","-63","-63"
"66","-62","-62","-62"
"67","-60","-60","-60"
"68","-63","-63","-63"
"69","-63","-63","-63"
"70","-63","-63","-63"
"71","-63","-63","-63"
"72","-60","-60","-60"
"73","-63","-63","-63"
"74","-63","-63","-63"
"75","-63","-63","-63"
"76","-63","-63","-63"
"77","-62","-62","-62"
"78","-63","-63","-63"
"79","-63","-63","-63"
"80","-63","-63","-63"
"81","-62","-62","-62"
"82","-64","-64","-64"
"83","-63","-63","-63"
"84","-64","-64","-64"
"85","-63","-63","-63"
"86","-61","-61","-61"
"87","-63","-63","-63"
"88","-62","-62","-62"
"89","-63","-63","-63"
"90","-62","-62","-62"
"91","-63","-63","-63"
"92","-63","-63","-63"
"93","-62","-62","-62"
"94","-62","-62","-62"
"95","-62","-62","-62"
"96","-63","-63","-63"
"97","-63","-63","-63"
"98","-63","-63","-63"
"99","-63","-63","-63"
"100","-63","-63","-63"
"101","-62","-62","-62"
"102","-62","-62","-62"
"103","-63","-63","-63"
"104","-64","-64","-64"
"105","-62","-62","-62"
"106","-62","-62","-62"
"107","-63","-63","-63"
"108","-61","-61","-61"
"109","-62","-62","-62"
"110","-63","-63","-63"
"111","-62","-62","-62"
"112","-62","-62","-62"
"113","-64","-64","-64"
"114","-63","-63","-63"
"115","-62","-62","-62"
"116","-63","-63","-63"
"117","-62","-62","-62"
"118","-62","-62","-62"
"119","-62","-62","-62"
"120","-62","-62","-62"
"121","-62","-62","-62"
"122","-62","-62","-62"
"123","-62","-62","-62"
"124","-63","-63","-63"
"125","-62","-62","-62"
"126","-62","-62","-62"
"127","-62","-62","-62"
"128","-61","-61","-61"
"129","-63","-63","-63"
"130","-62","-62","-62"
"131","-61","-61","-61"
"132","-62","-62","-62"
"133","-62","-62","-62"
"134","-62","-62","-62"
"135","-63","-63","-63"
"136","-62","-62","-62"
"137","-62","-62","-62"
"138","-61","-61","-61"
"139","-62","-62","-62"
"140","-62","-62","-62"
"141","-61","-61","-61"
"142","-61","-61","-61"
"143","-61","-61","-61"
"144","-62","-62","-62"
"145","-62","-62","-62"
"146","-63","-63","-63"
"147","-63","-63","-63"
