"Step","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MIN","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MAX"
"0","-64","-64","-64"
"1","-74","-74","-74"
"2","-73","-73","-73"
"3","-72","-72","-72"
"4","-65","-65","-65"
"5","-65","-65","-65"
"6","-65","-65","-65"
"7","-63","-63","-63"
"8","-62","-62","-62"
"9","-61","-61","-61"
"10","-63","-63","-63"
"11","-63","-63","-63"
"12","-63","-63","-63"
"13","-62","-62","-62"
"14","-62","-62","-62"
"15","-63","-63","-63"
"16","-62","-62","-62"
"17","-63","-63","-63"
"18","-63","-63","-63"
"19","-64","-64","-64"
"20","-63","-63","-63"
"21","-63","-63","-63"
"22","-63","-63","-63"
"23","-63","-63","-63"
"24","-63","-63","-63"
"25","-62","-62","-62"
"26","-63","-63","-63"
"27","-62","-62","-62"
"28","-63","-63","-63"
"29","-63","-63","-63"
"30","-62","-62","-62"
"31","-63","-63","-63"
"32","-62","-62","-62"
"33","-63","-63","-63"
"34","-63","-63","-63"
"35","-62","-62","-62"
"36","-62","-62","-62"
"37","-62","-62","-62"
"38","-63","-63","-63"
"39","-62","-62","-62"
"40","-63","-63","-63"
"41","-62","-62","-62"
"42","-62","-62","-62"
"43","-62","-62","-62"
"44","-62","-62","-62"
"45","-61","-61","-61"
"46","-62","-62","-62"
"47","-64","-64","-64"
"48","-61","-61","-61"
"49","-62","-62","-62"
"50","-62","-62","-62"
"51","-62","-62","-62"
"52","-62","-62","-62"
"53","-63","-63","-63"
"54","-62","-62","-62"
"55","-63","-63","-63"
"56","-62","-62","-62"
"57","-62","-62","-62"
"58","-61","-61","-61"
"59","-62","-62","-62"
"60","-62","-62","-62"
"61","-62","-62","-62"
"62","-61","-61","-61"
"63","-61","-61","-61"
"64","-62","-62","-62"
"65","-61","-61","-61"
"66","-63","-63","-63"
"67","-62","-62","-62"
"68","-61","-61","-61"
"69","-62","-62","-62"
"70","-60","-60","-60"
"71","-61","-61","-61"
"72","-62","-62","-62"
"73","-62","-62","-62"
"74","-61","-61","-61"
"75","-61","-61","-61"
"76","-61","-61","-61"
"77","-61","-61","-61"
"78","-61","-61","-61"
"79","-61","-61","-61"
"80","-60","-60","-60"
"81","-61","-61","-61"
"82","-61","-61","-61"
"83","-61","-61","-61"
"84","-60","-60","-60"
"85","-61","-61","-61"
"86","-60","-60","-60"
"87","-61","-61","-61"
"88","-62","-62","-62"
"89","-61","-61","-61"
"90","-63","-63","-63"
"91","-61","-61","-61"
"92","-61","-61","-61"
"93","-60","-60","-60"
"94","-60","-60","-60"
"95","-60","-60","-60"
"96","-61","-61","-61"
"97","-60","-60","-60"
"98","-61","-61","-61"
"99","-60","-60","-60"
"100","-61","-61","-61"
"101","-60","-60","-60"
"102","-60","-60","-60"
"103","-60","-60","-60"
"104","-62","-62","-62"
"105","-64","-64","-64"
"106","-61","-61","-61"
"107","-61","-61","-61"
"108","-60","-60","-60"
"109","-62","-62","-62"
"110","-60","-60","-60"
"111","-60","-60","-60"
"112","-61","-61","-61"
"113","-61","-61","-61"
"114","-60","-60","-60"
"115","-59","-59","-59"
"116","-61","-61","-61"
"117","-62","-62","-62"
"118","-61","-61","-61"
"119","-60","-60","-60"
"120","-60","-60","-60"
"121","-61","-61","-61"
"122","-62","-62","-62"
"123","-60","-60","-60"
"124","-61","-61","-61"
"125","-61","-61","-61"
"126","-61","-61","-61"
"127","-60","-60","-60"
"128","-60","-60","-60"
"129","-62","-62","-62"
"130","-61","-61","-61"
"131","-60","-60","-60"
"132","-60","-60","-60"
"133","-61","-61","-61"
"134","-60","-60","-60"
"135","-62","-62","-62"
"136","-61","-61","-61"
"137","-61","-61","-61"
"138","-61","-61","-61"
"139","-60","-60","-60"
"140","-61","-61","-61"
"141","-62","-62","-62"
"142","-60","-60","-60"
"143","-61","-61","-61"
"144","-59","-59","-59"
"145","-60","-60","-60"
"146","-62","-62","-62"
"147","-61","-61","-61"
"148","-61","-61","-61"
