"Step","evosax_OpenES/generations_2000_strategy_OpenES_popsize_512_es_kws_{'sigma_init': 0.3} - current_best_fitness","evosax_OpenES/generations_2000_strategy_OpenES_popsize_512_es_kws_{'sigma_init': 0.3} - current_best_fitness__MIN","evosax_OpenES/generations_2000_strategy_OpenES_popsize_512_es_kws_{'sigma_init': 0.3} - current_best_fitness__MAX"
"0","-84","-84","-84"
"1","-80","-80","-80"
"2","-74","-74","-74"
"3","-75","-75","-75"
"4","-71","-71","-71"
"5","-77","-77","-77"
"6","-80","-80","-80"
"7","-72","-72","-72"
"8","-71","-71","-71"
"9","-65","-65","-65"
"10","-81","-81","-81"
"11","-64","-64","-64"
"12","-77","-77","-77"
"13","-94","-94","-94"
"14","-65","-65","-65"
"15","-81","-81","-81"
"16","-65","-65","-65"
"17","-75","-75","-75"
"18","-74","-74","-74"
"19","-72","-72","-72"
"20","-85","-85","-85"
"21","-73","-73","-73"
"22","-64","-64","-64"
"23","-74","-74","-74"
"24","-63","-63","-63"
"25","-78","-78","-78"
"26","-62","-62","-62"
"27","-65","-65","-65"
"28","-63","-63","-63"
"29","-83","-83","-83"
"30","-71","-71","-71"
"31","-73","-73","-73"
"32","-63","-63","-63"
"33","-72","-72","-72"
"34","-72","-72","-72"
"35","-71","-71","-71"
"36","-76","-76","-76"
"37","-70","-70","-70"
"38","-70","-70","-70"
"39","-74","-74","-74"
"40","-69","-69","-69"
"41","-64","-64","-64"
"42","-72","-72","-72"
"43","-72","-72","-72"
"44","-64","-64","-64"
"45","-73","-73","-73"
"46","-76","-76","-76"
"47","-73","-73","-73"
"48","-71","-71","-71"
"49","-64","-64","-64"
"50","-65","-65","-65"
"51","-64","-64","-64"
"52","-71","-71","-71"
"53","-71","-71","-71"
"54","-65","-65","-65"
"55","-63","-63","-63"
"56","-73","-73","-73"
"57","-65","-65","-65"
"58","-64","-64","-64"
"59","-63","-63","-63"
"60","-64","-64","-64"
"61","-66","-66","-66"
"62","-66","-66","-66"
"63","-63","-63","-63"
"64","-71","-71","-71"
"65","-68","-68","-68"
"66","-65","-65","-65"
"67","-71","-71","-71"
"68","-64","-64","-64"
"69","-75","-75","-75"
"70","-65","-65","-65"
"71","-64","-64","-64"
"72","-64","-64","-64"
"73","-65","-65","-65"
"74","-65","-65","-65"
"75","-70","-70","-70"
"76","-66","-66","-66"
"77","-65","-65","-65"
"78","-65","-65","-65"
"79","-63","-63","-63"
"80","-65","-65","-65"
"81","-69","-69","-69"
"82","-66","-66","-66"
"83","-65","-65","-65"
"84","-63","-63","-63"
"85","-71","-71","-71"
"86","-62","-62","-62"
"87","-65","-65","-65"
"88","-65","-65","-65"
"89","-66","-66","-66"
"90","-64","-64","-64"
"91","-64","-64","-64"
"92","-64","-64","-64"
"93","-63","-63","-63"
"94","-64","-64","-64"
"95","-62","-62","-62"
"96","-60","-60","-60"
"97","-70","-70","-70"
"98","-64","-64","-64"
"99","-64","-64","-64"
"100","-63","-63","-63"
"101","-63","-63","-63"
"102","-65","-65","-65"
"103","-63","-63","-63"
"104","-65","-65","-65"
"105","-64","-64","-64"
"106","-65","-65","-65"
"107","-64","-64","-64"
"108","-63","-63","-63"
"109","-64","-64","-64"
"110","-64","-64","-64"
"111","-64","-64","-64"
"112","-63","-63","-63"
"113","-65","-65","-65"
