"Step","evosax_CMA_ES/generations_2000_strategy_CMA_ES_popsize_512_es_kws_{'sigma_init': 0.1, 'elite_ratio': 0.5} - current_best_fitness","evosax_CMA_ES/generations_2000_strategy_CMA_ES_popsize_512_es_kws_{'sigma_init': 0.1, 'elite_ratio': 0.5} - current_best_fitness__MIN","evosax_CMA_ES/generations_2000_strategy_CMA_ES_popsize_512_es_kws_{'sigma_init': 0.1, 'elite_ratio': 0.5} - current_best_fitness__MAX"
"0","-76","-76","-76"
"1","-108","-108","-108"
"2","-87","-87","-87"
"3","-66","-66","-66"
"4","-89","-89","-89"
"5","-125","-125","-125"
"6","-70","-70","-70"
"7","-103","-103","-103"
"8","-87","-87","-87"
"9","-65","-65","-65"
"10","-102","-102","-102"
"11","-129","-129","-129"
"12","-101","-101","-101"
"13","-65","-65","-65"
"14","-78","-78","-78"
"15","-82","-82","-82"
"16","-89","-89","-89"
"17","-76","-76","-76"
"18","-87","-87","-87"
"19","-63","-63","-63"
"20","-63","-63","-63"
"21","-80","-80","-80"
"22","-88","-88","-88"
"23","-84","-84","-84"
"24","-102","-102","-102"
"25","-73","-73","-73"
"26","-72","-72","-72"
"27","-158","-158","-158"
"28","-111","-111","-111"
"29","-80","-80","-80"
"30","-87","-87","-87"
"31","-92","-92","-92"
"32","-82","-82","-82"
"33","-78","-78","-78"
"34","-81","-81","-81"
"35","-86","-86","-86"
"36","-90","-90","-90"
"37","-80","-80","-80"
"38","-84","-84","-84"
"39","-73","-73","-73"
"40","-64","-64","-64"
"41","-63","-63","-63"
"42","-73","-73","-73"
"43","-73","-73","-73"
"44","-88","-88","-88"
"45","-76","-76","-76"
"46","-65","-65","-65"
"47","-74","-74","-74"
"48","-71","-71","-71"
"49","-82","-82","-82"
"50","-78","-78","-78"
"51","-72","-72","-72"
"52","-80","-80","-80"
"53","-63","-63","-63"
"54","-62","-62","-62"
"55","-73","-73","-73"
"56","-64","-64","-64"
"57","-67","-67","-67"
"58","-72","-72","-72"
"59","-65","-65","-65"
"60","-62","-62","-62"
"61","-63","-63","-63"
"62","-62","-62","-62"
"63","-63","-63","-63"
"64","-62","-62","-62"
"65","-64","-64","-64"
"66","-64","-64","-64"
"67","-64","-64","-64"
"68","-64","-64","-64"
