"Step","evosax_CMA_ES/generations_2000_strategy_CMA_ES_popsize_512_es_kws_{'sigma_init': 0.1, 'elite_ratio': 0.5} - current_best_fitness","evosax_CMA_ES/generations_2000_strategy_CMA_ES_popsize_512_es_kws_{'sigma_init': 0.1, 'elite_ratio': 0.5} - current_best_fitness__MIN","evosax_CMA_ES/generations_2000_strategy_CMA_ES_popsize_512_es_kws_{'sigma_init': 0.1, 'elite_ratio': 0.5} - current_best_fitness__MAX"
"0","-72","-72","-72"
"1","-74","-74","-74"
"2","-72","-72","-72"
"3","-145","-145","-145"
"4","-116","-116","-116"
"5","-91","-91","-91"
"6","-99","-99","-99"
"7","-123","-123","-123"
"8","-110","-110","-110"
"9","-109","-109","-109"
"10","-73","-73","-73"
"11","-165","-165","-165"
"12","-78","-78","-78"
"13","-78","-78","-78"
"14","-95","-95","-95"
"15","-72","-72","-72"
"16","-72","-72","-72"
"17","-82","-82","-82"
"18","-76","-76","-76"
"19","-88","-88","-88"
"20","-104","-104","-104"
"21","-81","-81","-81"
"22","-72","-72","-72"
"23","-72","-72","-72"
"24","-90","-90","-90"
"25","-86","-86","-86"
"26","-87","-87","-87"
"27","-64","-64","-64"
"28","-89","-89","-89"
"29","-78","-78","-78"
"30","-99","-99","-99"
"31","-93","-93","-93"
"32","-96","-96","-96"
"33","-85","-85","-85"
"34","-82","-82","-82"
"35","-166","-166","-166"
"36","-81","-81","-81"
"37","-165","-165","-165"
"38","-89","-89","-89"
"39","-64","-64","-64"
"40","-111","-111","-111"
"41","-86","-86","-86"
"42","-83","-83","-83"
"43","-80","-80","-80"
"44","-78","-78","-78"
"45","-84","-84","-84"
"46","-105","-105","-105"
"47","-78","-78","-78"
"48","-64","-64","-64"
"49","-80","-80","-80"
"50","-78","-78","-78"
"51","-81","-81","-81"
"52","-83","-83","-83"
"53","-65","-65","-65"
"54","-107","-107","-107"
"55","-104","-104","-104"
"56","-72","-72","-72"
"57","-78","-78","-78"
"58","-77","-77","-77"
"59","-88","-88","-88"
"60","-102","-102","-102"
"61","-73","-73","-73"
"62","-81","-81","-81"
"63","-65","-65","-65"
"64","-72","-72","-72"
"65","-82","-82","-82"
"66","-73","-73","-73"
"67","-75","-75","-75"
"68","-65","-65","-65"
"69","-70","-70","-70"
"70","-65","-65","-65"
"71","-66","-66","-66"
"72","-69","-69","-69"
"73","-69","-69","-69"
"74","-66","-66","-66"
"75","-66","-66","-66"
"76","-65","-65","-65"
"77","-65","-65","-65"
"78","-63","-63","-63"
"79","-64","-64","-64"
"80","-65","-65","-65"
"81","-63","-63","-63"
"82","-65","-65","-65"
"83","-64","-64","-64"
"84","-64","-64","-64"
"85","-63","-63","-63"
"86","-64","-64","-64"
"87","-62","-62","-62"
"88","-64","-64","-64"
"89","-64","-64","-64"
"90","-64","-64","-64"
"91","-64","-64","-64"
"92","-64","-64","-64"
"93","-63","-63","-63"
