"Step","evosax_CMA_ES/generations_2000_strategy_CMA_ES_popsize_512_es_kws_{'sigma_init': 1.0} - current_best_fitness","evosax_CMA_ES/generations_2000_strategy_CMA_ES_popsize_512_es_kws_{'sigma_init': 1.0} - current_best_fitness__MIN","evosax_CMA_ES/generations_2000_strategy_CMA_ES_popsize_512_es_kws_{'sigma_init': 1.0} - current_best_fitness__MAX"
"0","-74","-74","-74"
"1","-71","-71","-71"
"2","-74","-74","-74"
"3","-69","-69","-69"
"4","-72","-72","-72"
"5","-74","-74","-74"
"6","-71","-71","-71"
"7","-73","-73","-73"
"8","-64","-64","-64"
"9","-69","-69","-69"
"10","-62","-62","-62"
"11","-71","-71","-71"
"12","-74","-74","-74"
"13","-63","-63","-63"
"14","-67","-67","-67"
"15","-71","-71","-71"
"16","-57","-57","-57"
"17","-64","-64","-64"
"18","-63","-63","-63"
"19","-63","-63","-63"
"20","-65","-65","-65"
"21","-64","-64","-64"
"22","-65","-65","-65"
"23","-64","-64","-64"
"24","-63","-63","-63"
"25","-64","-64","-64"
"26","-63","-63","-63"
"27","-63","-63","-63"
"28","-64","-64","-64"
"29","-63","-63","-63"
"30","-62","-62","-62"
"31","-64","-64","-64"
"32","-64","-64","-64"
"33","-64","-64","-64"
"34","-64","-64","-64"
"35","-63","-63","-63"
"36","-63","-63","-63"
"37","-64","-64","-64"
"38","-64","-64","-64"
"39","-63","-63","-63"
"40","-63","-63","-63"
"41","-63","-63","-63"
"42","-63","-63","-63"
"43","-64","-64","-64"
"44","-64","-64","-64"
"45","-64","-64","-64"
"46","-64","-64","-64"
"47","-64","-64","-64"
"48","-64","-64","-64"
"49","-64","-64","-64"
"50","-64","-64","-64"
"51","-64","-64","-64"
"52","-64","-64","-64"
"53","-63","-63","-63"
"54","-64","-64","-64"
"55","-64","-64","-64"
"56","-64","-64","-64"
"57","-63","-63","-63"
"58","-65","-65","-65"
"59","-64","-64","-64"
"60","-63","-63","-63"
"61","-64","-64","-64"
"62","-65","-65","-65"
"63","-64","-64","-64"
"64","-64","-64","-64"
"65","-64","-64","-64"
"66","-63","-63","-63"
"67","-64","-64","-64"
"68","-65","-65","-65"
"69","-64","-64","-64"
"70","-66","-66","-66"
"71","-64","-64","-64"
"72","-64","-64","-64"
"73","-63","-63","-63"
"74","-63","-63","-63"
"75","-64","-64","-64"
"76","-64","-64","-64"
"77","-65","-65","-65"
"78","-64","-64","-64"
"79","-64","-64","-64"
"80","-65","-65","-65"
"81","-65","-65","-65"
"82","-63","-63","-63"
"83","-64","-64","-64"
"84","-63","-63","-63"
"85","-67","-67","-67"
"86","-64","-64","-64"
"87","-66","-66","-66"
"88","-64","-64","-64"
"89","-64","-64","-64"
"90","-65","-65","-65"
"91","-64","-64","-64"
"92","-63","-63","-63"
"93","-64","-64","-64"
"94","-64","-64","-64"
"95","-64","-64","-64"
"96","-64","-64","-64"
"97","-64","-64","-64"
"98","-64","-64","-64"
"99","-65","-65","-65"
"100","-65","-65","-65"
"101","-63","-63","-63"
"102","-64","-64","-64"
"103","-65","-65","-65"
"104","-64","-64","-64"
"105","-65","-65","-65"
"106","-65","-65","-65"
"107","-64","-64","-64"
"108","-63","-63","-63"
"109","-65","-65","-65"
"110","-64","-64","-64"
"111","-64","-64","-64"
"112","-64","-64","-64"
"113","-64","-64","-64"
"114","-64","-64","-64"
"115","-64","-64","-64"
"116","-64","-64","-64"
"117","-63","-63","-63"
"118","-64","-64","-64"
"119","-64","-64","-64"
"120","-65","-65","-65"
"121","-64","-64","-64"
"122","-64","-64","-64"
"123","-65","-65","-65"
"124","-79","-79","-79"
"125","-66","-66","-66"
"126","-65","-65","-65"
"127","-65","-65","-65"
"128","-65","-65","-65"
"129","-65","-65","-65"
"130","-64","-64","-64"
"131","-65","-65","-65"
"132","-64","-64","-64"
"133","-65","-65","-65"
"134","-65","-65","-65"
"135","-65","-65","-65"
"136","-72","-72","-72"
"137","-73","-73","-73"
"138","-63","-63","-63"
"139","-63","-63","-63"
"140","-65","-65","-65"
"141","-66","-66","-66"
"142","-64","-64","-64"
"143","-73","-73","-73"
"144","-64","-64","-64"
"145","-65","-65","-65"
"146","-64","-64","-64"
"147","-64","-64","-64"
"148","-65","-65","-65"
"149","-64","-64","-64"
"150","-64","-64","-64"
"151","-71","-71","-71"
"152","-64","-64","-64"
"153","-74","-74","-74"
"154","-64","-64","-64"
"155","-64","-64","-64"
"156","-73","-73","-73"
"157","-64","-64","-64"
"158","-72","-72","-72"
"159","-66","-66","-66"
"160","-66","-66","-66"
"161","-65","-65","-65"
"162","-77","-77","-77"
"163","-66","-66","-66"
"164","-64","-64","-64"
"165","-63","-63","-63"
"166","-65","-65","-65"
"167","-66","-66","-66"
"168","-74","-74","-74"
"169","-65","-65","-65"
"170","-71","-71","-71"
"171","-64","-64","-64"
"172","-65","-65","-65"
"173","-66","-66","-66"
"174","-66","-66","-66"
"175","-71","-71","-71"
"176","-64","-64","-64"
"177","-65","-65","-65"
"178","-63","-63","-63"
"179","-65","-65","-65"
"180","-73","-73","-73"
"181","-65","-65","-65"
"182","-64","-64","-64"
"183","-66","-66","-66"
"184","-66","-66","-66"
"185","-74","-74","-74"
"186","-64","-64","-64"
"187","-64","-64","-64"
"188","-76","-76","-76"
"189","-64","-64","-64"
"190","-64","-64","-64"
"191","-64","-64","-64"
"192","-65","-65","-65"
"193","-85","-85","-85"
"194","-66","-66","-66"
"195","-72","-72","-72"
"196","-77","-77","-77"
"197","-73","-73","-73"
"198","-64","-64","-64"
"199","-79","-79","-79"
"200","-65","-65","-65"
"201","-65","-65","-65"
"202","-81","-81","-81"
"203","-64","-64","-64"
"204","-65","-65","-65"
"205","-73","-73","-73"
"206","-65","-65","-65"
"207","-78","-78","-78"
"208","-64","-64","-64"
"209","-73","-73","-73"
"210","-74","-74","-74"
"211","-73","-73","-73"
"212","-64","-64","-64"
"213","-66","-66","-66"
"214","-65","-65","-65"
"215","-75","-75","-75"
"216","-82","-82","-82"
"217","-65","-65","-65"
"218","-74","-74","-74"
"219","-65","-65","-65"
"220","-73","-73","-73"
"221","-65","-65","-65"
