"Step","brax_ppo/num_timesteps_800000000 - current_best_fitness","brax_ppo/num_timesteps_800000000 - current_best_fitness__MIN","brax_ppo/num_timesteps_800000000 - current_best_fitness__MAX"
"0","-200","-200","-200"
"1","-200","-200","-200"
"2","-200","-200","-200"
"3","-200","-200","-200"
"4","-200","-200","-200"
"5","-200","-200","-200"
"6","-200","-200","-200"
"7","-200","-200","-200"
"8","-200","-200","-200"
"9","-177.9921875","-177.9921875","-177.9921875"
"10","-166.8828125","-166.8828125","-166.8828125"
"11","-152.265625","-152.265625","-152.265625"
"12","-124.78125","-124.78125","-124.78125"
"13","-121.609375","-121.609375","-121.609375"
"14","-123.234375","-123.234375","-123.234375"
"15","-122.46875","-122.46875","-122.46875"
"16","-114.7734375","-114.7734375","-114.7734375"
"17","-110.578125","-110.578125","-110.578125"
"18","-117.1015625","-117.1015625","-117.1015625"
"19","-131.7421875","-131.7421875","-131.7421875"
"20","-125.2109375","-125.2109375","-125.2109375"
"21","-125.2265625","-125.2265625","-125.2265625"
"22","-128.1796875","-128.1796875","-128.1796875"
"23","-128.2109375","-128.2109375","-128.2109375"
"24","-123.21875","-123.21875","-123.21875"
"25","-132.34375","-132.34375","-132.34375"
"26","-128.8046875","-128.8046875","-128.8046875"
"27","-123.3125","-123.3125","-123.3125"
"28","-135.375","-135.375","-135.375"
"29","-130.8671875","-130.8671875","-130.8671875"
"30","-126.4609375","-126.4609375","-126.4609375"
"31","-127.109375","-127.109375","-127.109375"
"32","-129.0546875","-129.0546875","-129.0546875"
"33","-125.921875","-125.921875","-125.921875"
"34","-130.8984375","-130.8984375","-130.8984375"
"35","-130.203125","-130.203125","-130.203125"
"36","-129.2578125","-129.2578125","-129.2578125"
"37","-127.109375","-127.109375","-127.109375"
"38","-127.3125","-127.3125","-127.3125"
"39","-123.9765625","-123.9765625","-123.9765625"
"40","-124.6484375","-124.6484375","-124.6484375"
"41","-126.015625","-126.015625","-126.015625"
"42","-125.125","-125.125","-125.125"
"43","-126.4375","-126.4375","-126.4375"
"44","-129.75","-129.75","-129.75"
"45","-122.796875","-122.796875","-122.796875"
"46","-117.1015625","-117.1015625","-117.1015625"
"47","-121.4140625","-121.4140625","-121.4140625"
"48","-119.2890625","-119.2890625","-119.2890625"
"49","-124.3671875","-124.3671875","-124.3671875"
"50","-119.0625","-119.0625","-119.0625"
"51","-122.125","-122.125","-122.125"
"52","-120.3359375","-120.3359375","-120.3359375"
"53","-113.921875","-113.921875","-113.921875"
"54","-115.5546875","-115.5546875","-115.5546875"
"55","-118.71875","-118.71875","-118.71875"
"56","-115.65625","-115.65625","-115.65625"
"57","-119.0234375","-119.0234375","-119.0234375"
"58","-117.2578125","-117.2578125","-117.2578125"
"59","-113.1484375","-113.1484375","-113.1484375"
"60","-115.21875","-115.21875","-115.21875"
"61","-116.3125","-116.3125","-116.3125"
"62","-116.46875","-116.46875","-116.46875"
"63","-117.2734375","-117.2734375","-117.2734375"
"64","-118.078125","-118.078125","-118.078125"
"65","-116.1015625","-116.1015625","-116.1015625"
"66","-116.75","-116.75","-116.75"
"67","-120.390625","-120.390625","-120.390625"
"68","-121.5703125","-121.5703125","-121.5703125"
"69","-114.8828125","-114.8828125","-114.8828125"
"70","-117.0625","-117.0625","-117.0625"
"71","-117.3125","-117.3125","-117.3125"
"72","-119.9609375","-119.9609375","-119.9609375"
"73","-123.21875","-123.21875","-123.21875"
"74","-118.515625","-118.515625","-118.515625"
"75","-119.8203125","-119.8203125","-119.8203125"
"76","-121.234375","-121.234375","-121.234375"
"77","-115.6328125","-115.6328125","-115.6328125"
"78","-117.2734375","-117.2734375","-117.2734375"
"79","-121.390625","-121.390625","-121.390625"
"80","-115.7734375","-115.7734375","-115.7734375"
"81","-116.921875","-116.921875","-116.921875"
"82","-122.4375","-122.4375","-122.4375"
"83","-115.703125","-115.703125","-115.703125"
"84","-117.3046875","-117.3046875","-117.3046875"
"85","-119.8671875","-119.8671875","-119.8671875"
"86","-117.9921875","-117.9921875","-117.9921875"
"87","-121.84375","-121.84375","-121.84375"
"88","-120.125","-120.125","-120.125"
"89","-115.9765625","-115.9765625","-115.9765625"
"90","-120.046875","-120.046875","-120.046875"
"91","-123.9921875","-123.9921875","-123.9921875"
"92","-119.328125","-119.328125","-119.328125"
"93","-113.7421875","-113.7421875","-113.7421875"
"94","-115.9453125","-115.9453125","-115.9453125"
"95","-116.7578125","-116.7578125","-116.7578125"
"96","-121.6328125","-121.6328125","-121.6328125"
"97","-117.203125","-117.203125","-117.203125"
"98","-112.140625","-112.140625","-112.140625"
"99","-113.796875","-113.796875","-113.796875"
"100","-120.59375","-120.59375","-120.59375"
"101","-116.5859375","-116.5859375","-116.5859375"
"102","-117.8046875","-117.8046875","-117.8046875"
"103","-123.5390625","-123.5390625","-123.5390625"
"104","-118.109375","-118.109375","-118.109375"
"105","-115.2421875","-115.2421875","-115.2421875"
"106","-114.5859375","-114.5859375","-114.5859375"
"107","-115.78125","-115.78125","-115.78125"
"108","-114.546875","-114.546875","-114.546875"
"109","-117.625","-117.625","-117.625"
"110","-117.296875","-117.296875","-117.296875"
"111","-114.4453125","-114.4453125","-114.4453125"
"112","-117.1953125","-117.1953125","-117.1953125"
"113","-117.4921875","-117.4921875","-117.4921875"
"114","-119.4921875","-119.4921875","-119.4921875"
"115","-108.875","-108.875","-108.875"
"116","-122.7421875","-122.7421875","-122.7421875"
"117","-119.4140625","-119.4140625","-119.4140625"
"118","-117.0078125","-117.0078125","-117.0078125"
"119","-119.53125","-119.53125","-119.53125"
"120","-118.296875","-118.296875","-118.296875"
"121","-115.859375","-115.859375","-115.859375"
"122","-115.1640625","-115.1640625","-115.1640625"
"123","-110.2421875","-110.2421875","-110.2421875"
"124","-111.125","-111.125","-111.125"
"125","-113.09375","-113.09375","-113.09375"
"126","-108.5078125","-108.5078125","-108.5078125"
"127","-109.5234375","-109.5234375","-109.5234375"
"128","-105.9609375","-105.9609375","-105.9609375"
"129","-108.265625","-108.265625","-108.265625"
"130","-104.1328125","-104.1328125","-104.1328125"
"131","-104.859375","-104.859375","-104.859375"
"132","-100.34375","-100.34375","-100.34375"
"133","-99.953125","-99.953125","-99.953125"
"134","-99.9765625","-99.9765625","-99.9765625"
"135","-99.3515625","-99.3515625","-99.3515625"
"136","-100.4921875","-100.4921875","-100.4921875"
"137","-99.9609375","-99.9609375","-99.9609375"
"138","-99.5078125","-99.5078125","-99.5078125"
"139","-100.671875","-100.671875","-100.671875"
"140","-98.7109375","-98.7109375","-98.7109375"
"141","-99.8203125","-99.8203125","-99.8203125"
"142","-98.9375","-98.9375","-98.9375"
"143","-99.2109375","-99.2109375","-99.2109375"
"144","-99.3125","-99.3125","-99.3125"
"145","-98.4140625","-98.4140625","-98.4140625"
"146","-98.78125","-98.78125","-98.78125"
"147","-99.4921875","-99.4921875","-99.4921875"
