"Step","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MIN","evosax_SimpleGA/generations_2000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5, 'elite_ratio': 0.5} - current_best_fitness__MAX"
"0","-80","-80","-80"
"1","-71","-71","-71"
"2","-81","-81","-81"
"3","-65","-65","-65"
"4","-71","-71","-71"
"5","-64","-64","-64"
"6","-65","-65","-65"
"7","-65","-65","-65"
"8","-62","-62","-62"
"9","-63","-63","-63"
"10","-63","-63","-63"
"11","-63","-63","-63"
"12","-62","-62","-62"
"13","-63","-63","-63"
"14","-61","-61","-61"
"15","-63","-63","-63"
"16","-63","-63","-63"
"17","-62","-62","-62"
"18","-63","-63","-63"
"19","-62","-62","-62"
"20","-63","-63","-63"
"21","-63","-63","-63"
"22","-62","-62","-62"
"23","-62","-62","-62"
"24","-63","-63","-63"
"25","-62","-62","-62"
"26","-64","-64","-64"
"27","-60","-60","-60"
"28","-62","-62","-62"
"29","-64","-64","-64"
"30","-62","-62","-62"
"31","-62","-62","-62"
"32","-62","-62","-62"
"33","-61","-61","-61"
"34","-62","-62","-62"
"35","-63","-63","-63"
"36","-62","-62","-62"
"37","-63","-63","-63"
"38","-61","-61","-61"
"39","-63","-63","-63"
"40","-63","-63","-63"
"41","-62","-62","-62"
"42","-62","-62","-62"
"43","-62","-62","-62"
"44","-63","-63","-63"
"45","-60","-60","-60"
"46","-62","-62","-62"
"47","-63","-63","-63"
"48","-62","-62","-62"
"49","-62","-62","-62"
"50","-62","-62","-62"
"51","-63","-63","-63"
"52","-63","-63","-63"
"53","-62","-62","-62"
"54","-63","-63","-63"
"55","-62","-62","-62"
"56","-63","-63","-63"
"57","-61","-61","-61"
"58","-61","-61","-61"
"59","-62","-62","-62"
"60","-63","-63","-63"
"61","-61","-61","-61"
"62","-61","-61","-61"
"63","-62","-62","-62"
"64","-62","-62","-62"
"65","-62","-62","-62"
"66","-61","-61","-61"
"67","-62","-62","-62"
"68","-62","-62","-62"
"69","-62","-62","-62"
"70","-62","-62","-62"
"71","-62","-62","-62"
"72","-61","-61","-61"
"73","-61","-61","-61"
"74","-62","-62","-62"
"75","-61","-61","-61"
"76","-61","-61","-61"
"77","-61","-61","-61"
"78","-62","-62","-62"
"79","-60","-60","-60"
"80","-61","-61","-61"
"81","-61","-61","-61"
"82","-61","-61","-61"
"83","-61","-61","-61"
"84","-63","-63","-63"
"85","-61","-61","-61"
"86","-61","-61","-61"
"87","-62","-62","-62"
"88","-61","-61","-61"
"89","-61","-61","-61"
"90","-62","-62","-62"
"91","-60","-60","-60"
"92","-60","-60","-60"
"93","-61","-61","-61"
"94","-62","-62","-62"
"95","-62","-62","-62"
"96","-61","-61","-61"
"97","-61","-61","-61"
"98","-62","-62","-62"
"99","-62","-62","-62"
"100","-62","-62","-62"
"101","-61","-61","-61"
"102","-62","-62","-62"
"103","-61","-61","-61"
"104","-61","-61","-61"
"105","-62","-62","-62"
"106","-60","-60","-60"
"107","-61","-61","-61"
"108","-61","-61","-61"
"109","-62","-62","-62"
"110","-62","-62","-62"
"111","-60","-60","-60"
"112","-61","-61","-61"
"113","-62","-62","-62"
"114","-61","-61","-61"
"115","-61","-61","-61"
"116","-61","-61","-61"
"117","-60","-60","-60"
"118","-59","-59","-59"
"119","-60","-60","-60"
"120","-62","-62","-62"
"121","-62","-62","-62"
"122","-62","-62","-62"
"123","-62","-62","-62"
"124","-62","-62","-62"
"125","-61","-61","-61"
"126","-60","-60","-60"
"127","-61","-61","-61"
"128","-60","-60","-60"
"129","-60","-60","-60"
"130","-60","-60","-60"
"131","-61","-61","-61"
"132","-61","-61","-61"
"133","-62","-62","-62"
"134","-60","-60","-60"
"135","-61","-61","-61"
"136","-61","-61","-61"
"137","-61","-61","-61"
"138","-62","-62","-62"
"139","-60","-60","-60"
"140","-60","-60","-60"
"141","-62","-62","-62"
"142","-61","-61","-61"
"143","-61","-61","-61"
"144","-60","-60","-60"
"145","-60","-60","-60"
"146","-60","-60","-60"
"147","-61","-61","-61"
"148","-61","-61","-61"
"149","-61","-61","-61"
"150","-61","-61","-61"
"151","-62","-62","-62"
"152","-61","-61","-61"
"153","-61","-61","-61"
"154","-61","-61","-61"
"155","-60","-60","-60"
"156","-61","-61","-61"
"157","-61","-61","-61"
"158","-62","-62","-62"
"159","-61","-61","-61"
"160","-61","-61","-61"
"161","-60","-60","-60"
"162","-60","-60","-60"
"163","-62","-62","-62"
